,id,text,compound,neg,neu,pos
14,14.0,"Call to make an appointment.. Are you immediately told that it is busy and you have to wait a long time or that it probably won't work.. Ask when can I call to make an appointment.. Hmmm.. not .. stays and is always busy in the ward .. OK but really have to schedule an appointment to have blood drawn .. Yes it is very busy at the ward appointment .. If my answer is, should I make an appointment in another hospital that specialist requests data.. Yes, it can be said.. Don't get crazier..",0.4019,0.0,0.722,0.278
15,15.0,"Everything takes sooooo long for a simple mri scan 😩😩😩 Waiting 1 week for an appointment intake conversation, another week waiting for an appointment mri scan and a few more weeks until everything finally happens 😭😭",0.0,0.0,1.0,0.0
16,16.0,Very nice doctors. And very nice and sweet nurses. I have a fine Eurologist and a very fine Oncologist. They really do everything for you. In one word TOP.,0.368,0.0,0.542,0.458
17,17.0,"Worst hospital ever, call for emergency but be on hold for 30 minutes!",-0.5635,0.297,0.703,0.0
18,18.0,"My 87-year-old mother was already sick, Friday went reasonably well, sat outside, Saturday morning she could not get up from the bed at all, called at 8 o'clock, about an hour on the line had to look at it, 12 o'clock called another hour with same story, only the doctor on duty in the evening, must be on care, all Sunday & Monday morning with a blood clot in the brain before her own doctor called for an ambulance, while she should have been helped within 4 hours now she has never recovered and passed away on 31-10-21. Door misdiagnosis that day., and after rehabilitation which did not help anymore, she is also placed in nursing home de commons where corona reigns and there corona got where she got morphine and went.(I didn't know if you got mild corona right get morphine.(from hospital to care home I think it's a bad state of affairs). want keep but not towards the .begraafplaatsGaasbeek.A",0.0387,0.0,0.839,0.161
19,19.0,"On September 30, 2018 I was operated on by Dr Sybrandy for a leaking aneurysm when I was brought in at 02:00 am I was in a coma the next morning I was already sitting next to bed in the physio chair at 11:00 am

During a check-up on 28-10-2020 (scan) I was called at home by the surgeon Dr Sybrandy that I had to be at the hospital at 7.30 the next morning. That day I had surgery and the day after I was able to go Home again. Absolutely great, such a quick response. The care and food was again excellent.
The video about dancing by the nursing staff is great fun, finally some well-deserved relaxation and I eat an APPLE more often now.
When checked by Dr. Ijsseldijk on June 1, 2021 due to complaints with my legs, I am
June 7, despite the pressure on the hospitals, I was again admitted to intensive care, problem blood vessels in my legs. After a few days of taking medication and scanning, Dr van Manen solved the last problem on June 10th and June 11th I was able to go home, both in intensive care and in the nursing ward I received such great help everyone is so friendly and knowledgeable even in this miserable time of corona that I take my hat off to all these wonderful people. all Doctors Surgeons nurses and nurses and kitchen staff Thank you very much for this five star worthy treatment. Jelle van Houten.",0.0,0.0,1.0,0.0
20,20.0,"A very good experience with the recording department! I was well received, guided and cared for by a very sweet sister. Also in the preparation room of the OR, there was clear and clear communication, which is very pleasant. They know how to put you at ease, have a nice chat, and very importantly: they ask questions. (How are you, looking forward to it, do you have any questions)
This time a nice, relaxing experience with ZGV and top employees! Care in 🇳🇱 can be very well arranged! Thank you guys for this experience!",0.4199,0.0,0.642,0.358
21,21.0,"Very bad Midwifery department the bad department in the Netherlands,,
I write that because my new born son gets 5 spot broken in his body 😡. That's not a hospital, that's a butcher shop.
Except for the many mistakes they made .
Any woman who is going to have a baby should think twice before going to this hospital .
I'll tell you what happened to each of the people.",0.0,0.0,1.0,0.0
22,22.0,"Food very bad, old bread, etc. in the Radboud the food is very good.",0.4927,0.0,0.687,0.313
23,23.0,"Lots of parking space.
Face masks were handed out to visitors if necessary.
There is a hostess in the hall to show the way or to help.
Had to wait three quarters of an hour for an appointment.",0.0,0.0,1.0,0.0
24,24.0,"After 3 months of pain in my shoulders and many physiotherapy treatments, I went to the doctor. The doctor sent me to this hospital.

With a lot of pain in my shoulders I had to wait 2 weeks to make an ultrasound, after the ultrasound they found that I had a bursitis.

I can't work or study, I sleep about 3 hours a night. And when I called the hospital one assistant was angry with me because according to her I just have to wait for an appointment for a CORTISONE injection that takes 10 minutes.",-0.5106,0.105,0.895,0.0
25,25.0,"Now that no methyl prednisolone infusions are given as it is available in tablet form for MS patients, problems for me can not swallow properly and the result is worse in my opinion, the brochure also states that this is not an outcome for all MS patients. complete patient information is missing about drug use
Sincerely
Chose",0.2263,0.165,0.602,0.233
26,26.0,"How big and extensive it is there.
With a restaurant.
Information desk.
Toilets, elevators.
Recommended.",0.2023,0.0,0.0,1.0
27,27.0,"We had forgotten the medicines and called the pharmacy on duty, everything was neatly arranged and we received the medicines for the days we needed them, very friendly staff and everything was super organized",0.8357,0.046,0.72,0.235
28,28.0,"Nicely helped by skilled and patient people despite work pressure and a lot of responsibility. The emergency room lacks the right scissors for trimming hardening plaster splints and they cut with effort and 2 hands with bandage scissors! Please order the right (more powerful) scissors for the emergency room, such as in the plaster room, because that saves a lot of effort.",-0.0772,0.1,0.811,0.089
29,29.0,"Hospital of nothing, waiting 3 hours in the waiting room and then you are sent back. That you can go to your doctor",0.0,0.0,1.0,0.0
30,30.0,"Hi everyone, I just got back from the emergency room. I passed out twice, it's hard to breathe. I had a heart attack, I went there to help someone. I paid 200 euros for nothing !!! For a sleepy pseudo-doctor who didn't help me, he wouldn't give me any pills. I applied for health insurance but I have to wait 5 days for them to approve my application so I had to pay. The reception woman is not nice, I had to take it!! The doctor is a failure, he was so sleepy that his glasses fogged up. I remind you that this is a place where people should help, people in need!! I live in Barneveld. They told me to go to Amersfoort !!! How can the Dutch state allow this!!! No more Ed!!!!",0.0,0.0,0.0,0.0
31,31.0,"Referred by an obstetrician in connection with much too high blood pressure, immediately admitted to hospital for observation to keep an eye on me and the baby. After discharge after a few days, visit the gynecologist every 4 days for a check-up, several e-mails included for observation, each time very well cared for. Eventually got hellp syndrome, very dangerous for me and baby, staff acted very accurately and well by rushing me to the radboud in Nijmegen. 1 week after the emergency birth of our daughter, we were brought back to the Gelderse Vallei, and they took very good care of our premature daughter. I am very grateful for all the good care during a total of 29 days in total for me in hospital, and 12 days for our daughter in the incubator ward. In the end, everything went well for both of us, thanks in part to the good team in the maternity/delivery department.",0.7845,0.0,0.695,0.305
32,32.0,"Great hospital, they took good care of my grandmother. Only downside is that they stole 3 chairs at a storage near the visserweg.",-0.25,0.154,0.846,0.0
33,33.0,Very bad hospital that exists in the Netherlands. Hours of waiting. Doctor who finishes his list in terms of medication. And nothing more and then say it's between the ears. Now walking in Gouda green heart hospital what a world of difference. In Ede the Gelderse valley is not called daed valley for nothing.,0.0,0.0,1.0,0.0
34,34.0,"The restaurant unfortunately has bad service. It is very quiet, many tables free, but as a pregnant woman with back problems who has to wait for the sugar test, you must eat or drink something to be allowed to sit there, which is precisely not allowed. So you are sent away, also with explanation. While all other seats are unsuitable, especially with a laptop. Scandalous!",-0.5707,1.0,0.0,0.0
35,35.0,"Call in advance to make an appointment with the GP. Just in time. Had to wait fifteen minutes so far so Good.
Until we were sent to the emergency room for a photo. My husband injured/broke his finger. Doesn't seem very time consuming to me. After taking the pictures, we waited for 2 hours in the waiting area. Asked how long all this was going to take. We didn't even have the results yet. When we asked, we were called in shortly afterwards to take a seat in a treatment room......
Finally after another half hour of waiting we were told the news. After that he was soon cast in plaster. Finally after 4 hours we were able to leave the hospital.... And that only for a broken little finger. I think that as a hospital you should think about treating fractures separately compared to emergency care. I know that this hospital also has a department for that... Perhaps to avoid annoyance and help people quickly.",-0.2023,0.212,0.66,0.127
36,36.0,"Worthless hospital.
Been many times but you always feel like a number.
Last treatment for example. Minor cosmetic surgery.
Times when you can schedule an appointment is not for working people, nothing to schedule outside 10:30-15:30.
Waiting time at least 30 minutes each time.
1st conversation they had not yet looked at the file and an ultrasound was needed. So let's make it and come back in 5 weeks.
Both conversations could have been fine over the phone.
Well, let's hope they don't screw up the operation. No confidence at all.
Guess no one there has ever thought ""what would the patient want"".",-0.296,0.167,0.833,0.0
37,37.0,in emergency they let you outside in a tent that is ice cold unbelievable,-0.2023,0.169,0.714,0.117
38,38.0,"As a chronically ill person unfortunately already had to be in many hospitals. Unlike other hospitals, I felt seen and heard as a person here. Urgently admitted and operated on, acted very appropriately and with care. Despite the workload, the care and warm human involvement here is top notch. And oh yes, the food here is really fantastic. You order when you are hungry and it is freshly prepared, with a wide choice of dishes and snacks, smoothies and salads.
Top hospital in my opinion!",0.2714,0.0,0.657,0.343
39,39.0,"I am a medical miracle, I have been here so many times and they have always been super helpful and healing me. I'm just a broken pilot and unlucky. Thyroid problem, fixed here, gallbladder problem, solved here, broken toes, well helped, car accident, well helped. Stayed in this hospital for a long time and had 11 surgeries. Complaint free for 3 years now. Mdl department good and friendly. My body is a map of scars but everything is healed here. I've also had an MRI often. Birth of kids went great. Other: food as a patient is good menu card to choose call and it will come. There is TV and a shower and toilet. Nursing friendly. Parking always costs a lot, but then it is also clean and tidy and there is always space. Restaurant inhal has been good and many times. I still use the pharmacy. It is an asset to Ede and the surrounding area on the highway.

If you find my review useful let me know.
Best wishes in advance.",0.7003,0.0,0.256,0.744
40,40.0,What a great hospital of course you prefer not to be in a hospital but if you have to then this is a very good option. Super friendly nurses and physiotherapist and and doctors. And the food top a la card.,0.2023,0.0,0.735,0.265
41,41.0,"Better known as: 'Death Valley'

People go to another hospital.

First aid is a drama, long waiting times, unprofessional staff to the point of rudeness. You've lost more than half a day.

Blood tests for this also only plan for a few hours. If you're lucky it goes fast, but usually it takes a very long time. And if people say something about it, or ask about it, they are immediately reprimanded. And then treat people like little children because you can't have a complaint.

They file dubious claims. They declare under the private clinic eg while you have never been to the private clinic yourself. Result insurers do not reimburse!

They are crooks. Go to Arnhem, for example, there it is all better.",0.4404,0.0,0.756,0.244
42,42.0,"After a very exciting past six months and an operation at the end of September, after which an MRI was recently carried out, the result interview was finally planned. Recently, at the request of the hospital, that appointment was postponed by a week. That was already annoying, but hey, that's still possible. The meeting was finally scheduled for today. And just now, a few hours before the appointment, the hospital calls again. This is a result where it must be clear whether a tumor has become smaller. Very uncertain period, exciting and now the hospital calls a few hours before the appointment that my doctor is abroad. (And they certainly just knew that??) The doctor on duty did not want to take over, said the secretary, because he thought that ""given the results, this should be discussed better with my own doctor"" ..... Inhuman just to blow me off with this! Thank Gelderse Vallei for this humane treatment! You still have much to learn.",0.0,0.0,1.0,0.0
43,43.0,"Due to serious back problems, my very elderly father had an appointment at the hospital in his own hometown. The waiting time for this was more than 9 weeks. After two weeks it stopped. After an afternoon of calling various hospitals, we ended up in Ede. What seems? The next day there was an opportunity to be seen by the specialist and an appointment for MRI was made. This MRI was taken on Tuesday; the results would come on Wednesday. Because of my father's age, the distance to Ede, and the exceptionally high temperatures on those days, this was also possible by telephone. All in all, my father now knows where he stands and that at least 7 weeks earlier than if it had been done in his own hometown. For Hospital Gelderse Vallei, therefore, a maximum score.",0.0,0.0,1.0,0.0
44,44.0,"I have now been there several times in a short time with an operation and I can only say that it is a very nice and clean hospital. The nurses, volunteers, cleaning women/administrative staff and of course the surgeon/radiologist and doctors take the time for you, explain everything clearly and are very friendly. This is a place you'd rather not come to of course, but if you have to, it's a nice hospital.",0.5719,0.0,0.821,0.179
45,45.0,"A very special experience, coming to this hospital for my 4 week old baby who continues to cry spontaneously with clenched fists and legs outstretched in pain when we got home. The child calms down from the car ride and finally sleeps in her maxicozi in the hospital. We arrive on time for our appointment at the GP post and wait neatly after registering. It takes a while before we are helped and we also regularly return to the assistant to see if it can be done a little faster. ANOTHER HALF HOUR AFTER ARRIVAL and HOUR AND QUARTER AFTER THE APPROPRIATE TIME we are finally helped, after many interim promises from the assistant that we were almost there.

I think it's unheard of that you let a 4 week old baby wait for half an hour in such a situation. Despite her silence, we did notice that the poor child was in pain and there was no response.",-0.8225,0.364,0.636,0.0
46,46.0,"Hospital easily accessible, is located at the exit of the A12. Driving up to the hospital is also very convenient enough space to quickly drop off or pick up someone. Petrol pump next to the hospital. Spacious hall and sufficient waiting area with a nice shop where you can really get a present for the patient. Information desk is available. Restaurant also on the ground floor of the hospital.",0.0,0.0,1.0,0.0
47,47.0,"my mother was helped by pulmonologist Dr Verheul on September 4, 2018 and the following week sent away again that it had nothing to do with the lungs. On October 1, she died, the reason may have been a major pulmonary embolism. in the emergency emergency room resuscitated for an hour and fifteen minutes whole stock of adrenaline used up nacl solution and 16 people around to save my mother but in vain could not be saved within 2 hours my mother was gone. no goodbyes no words left for us. was a great sadness so quickly so suddenly. The doctors nowadays take the patients seriously. No patience to listen to their story. The doctors think they know everything we say, they don't even want to hear it. I hope in the future the general practitioners, specialists and internists will do their best for the patients. people's lives are more important than money and power. they haven't lost loved ones they don't know those feelings and if a doctor has been a doctor for more than 10 or 20 years the doctor has lost feeling for the patients because they have to hear so many patients so many complaints.but people you should listen to your body instead of to the doctors .your body gives a signal that something is wrong something is not right .the doctors go by their books and rules . they often say that it's okay, nothing to worry about. My mother was also so. So many times.
at GP practice Veldhuizen.bij Dr Vissers op de bellestein.She has helped my mother all these years, every time it was nothing wrong.and we believed what the doctors say.But now we have lost the trust of the doctors after mother's death .they didn't take my mom seriously no respect for the people at all .",-0.4019,0.159,0.74,0.101
48,48.0,"Honestly, I understand that hospitals have become businesses. But I don't understand why you have to pay parking here. People don't go here for a day trip. It's not a mall.

For example, if you have to wait due to deferred treatments or consultations, for you, this means that you simply automatically have to pay more parking fees. Board if you want to make money on that, then that seems a sick idea to me.

My advice, get rid of this, or park in the neighborhood. This cannot be fined.
Only if this gets out of hand will the municipality find a solution in collaboration with the hospital.

Municipality and hospital are committed to your citizens.",0.2732,0.0,0.769,0.231
49,49.0,"If you have an acute life-threatening situation, you will be well helped, although you may have to wait a long time. But the emergency room is a real drama in terms of waiting times and the number of doctor (assistants) you get to see and speak to before you can finally leave after hours. Clearly not the expertise in sports accidents.",0.1027,0.23,0.5,0.27
50,50.0,"I have always been treated in Rijnstate Arnhem all my life .. if only I had known before that hospital Ede is much, much better, friendlier and you are not treated like a number.

Can't wait until I'm sick again 😁 top doctors nurses!!!",0.0,0.0,0.0,0.0
51,51.0,"The hospital is not called 'Death Valley' in the region for nothing:

An organisational, administrative and process mess. Went to the emergency room with a sprained ankle in the spring of 2016. There a GP assessed that pictures had to be made of my ankle/foot. Then sat in a waiting room for more than 4 hours (!) because the lady behind the counter 'forgot' to schedule me.

Then in November I applied for an operation on my nose. In January I called the insurance company to ask why there was no agreement. To this came the answer: ""Sir, the hospital has not submitted anything to us..."" And indeed; the secretary of ENT had simply forgotten to submit my application to VGZ. Subsequently, after submitting it, VGZ initially rejects my application because the doctor has not clearly shown why the operation is important to me in order to prevent physical discomfort.

No, next time I will ask my GP to refer me to Utrecht or Nijmegen.....",-0.296,0.145,0.855,0.0
52,52.0,"First they make the mistake at the beginning of 2018 to start the trajectory for a sleep study in 2017. (So deductible starts in 2017) while I only started in 2018. Okay, called 25 times and called in a legal agency and so on... It was solved... But what they managed to do...? Well, they lost my blood tubes and other important investigations! They all manage to get rid of completely different tests in completely different departments. And then you think, okay, maybe a lot of bad luck. But what comes next? Well, they've been missing it for weeks. And I just wait for the results and suddenly after more than 3 weeks a note in the post that they need a few things again. This is about human lives. This is a hospital! This really just isn't possible. So disrespectful! No one around me can comprehend it. I'm very sick at home and don't know what it is. Maybe serious... Maybe cancer? Maybe immune disease? I do not know. But I can at least wait another 3 weeks for results and have everything taken again.",0.0,0.0,1.0,0.0
53,53.0,"Two young people we know well have died here after a simple operation due to a medical error. The hospital is very poorly known and is called death valley. It is not without reason that their own staff chooses to be treated in another hospital. Don't go there if you don't have to. Go to Rijnstate, a little further. Save me the trouble by responding that I can file a complaint. Nothing is done with it. I prefer to prevent more patients from becoming victims through this route.",-0.296,0.185,0.726,0.089
54,54.0,"Thursday 19-09'19 had a paranasal sinus surgery. Took 20 minutes. Went well and no pain at all. Didn't need Diclofenac. The surgeon told me afterwards that my sense of smell, which was completely gone, would slowly return after about 6-8 weeks. But believe it or not, Friday evening I gently smelled the smell of garlic while preparing the meal and the following day the herbs used in Thai soup.",-0.4973,0.11,0.89,0.0
55,55.0,"Very friendly staff, my father is a patient and the care they provide is extraordinary. When you are admitted, you will even be taken care of by a volunteer and guided to the right department. Compared to other hospitals they really deserve a big compliment.",0.5209,0.0,0.704,0.296
56,56.0,Nice hospital to work with as a healthcare employee. Good food compared to Rijnstate (Arnhem) and Radboud (Nijmegen). Good care and they really try to meet your wishes and they really listen to your complaints. Lying in it is never desirable. But all in all a good experience with this hospital.,0.5927,0.0,0.675,0.325
57,57.0,"We had a very nice experience with ENT Doctor Doctor Majoor a big compliment to him, he takes the time for you and takes you seriously. Highly recommended this Doctor 🍀",0.2716,0.0,0.589,0.411
58,58.0,"Lying interim managers who cost claws with money, and are no asset at all.
How staff is treated, managers who know what to do are fired ........ scan-da-lig!
Worst hospital in the middle of the Netherlands, both in terms of management and care.",-0.2263,0.202,0.64,0.158
59,59.0,"I've waited at least two hours so far the times I've been there. I am currently waiting two hours. The parking meter is ticking quietly. Just like the salary of the angry gentlemen who cannot get the staffing in order. They don't want that at all. Costs too much money.

The complaints officer did not help either.",-0.607,0.498,0.502,0.0
60,60.0,"Just been hospitalized. Staff were very friendly despite the crowds and always responded when I called. Only downside, when I came back for a check-up ultrasound, I would be helped with priority due to a doctor's appointment. Unfortunately they had not called the Radiology department that I was coming, but that was also neatly resolved.",0.5346,0.082,0.671,0.247
61,61.0,"Sleeping clinic.
Had a CEEG at the Slappoli that was all perfect, friendly help but after that. The communication between neurologist and patient is poor and distant. The neurologist didn't listen, doesn't read the information you give out. If you have any questions, it is difficult via the mail ""melatoninpoli"" and you will receive inadequate information, especially from Thursday. Then they are already in weekend mode. Communicating is not important there apparently, simply the protocol or ""the big book"" is used. The neurologist has learned for it and is far above the patient. For a CEEG you have to go there but otherwise stay away. For the sleeping problems I continued with the GP and we have now come further than in the 2 months that I was with the neurologist. There is also no response to my email when I pass on information to the neurologist. This man still has a lot to learn in that regard. Apparently he is in his final years before retirement. In the first conversation he was touted as the inventor for solving the sleep problem but unfortunately he is a pigeonholed thinker. Apparently he has had his day, time for renewal.",0.0,0.0,1.0,0.0
62,62.0,Very soon turn. Friendly help. So took the time to reassure my son.,0.34,0.0,0.745,0.255
63,63.0,"At the KNF department, I was rudely informed by Neurologist V that I would have sabotaged the psg measurement. Upon inquiry to the laboratory technician, it turned out that the measuring equipment had developed a problem, as a result of which registration no longer took place. As a solution, V offered the sleeping agent amitriptyline. I think this is the heaviest dope one can prescribe. Fifteen minutes after ingestion the first symptoms started already. Nauseous, dizzy etc. Worse was that I wanted to lie down to sleep. This was not due to emerging vomiting tendency. In the end a very bad night with many awakenings due to nightmares of which I will spare you the gruesome details.",-0.5849,0.166,0.834,0.0
64,64.0,I entered one ward without an appointment for an X-ray and an hour and a half later I came out of another ward with my hand in a cast. All I can say is that the whole process went very smoothly and the staff were very friendly.,0.5413,0.0,0.821,0.179
65,65.0,"Budget cuts mean that many patients are left to their own devices. A woman of 82 and also visually impaired. Luckily I was able to put her on the Po myself and bandage her leg. Order and give food.
The room is really filthy. Stains from dried blood in front of the bed. Neat that the next lady calls how it goes. Again a plus point. It should be noted that she was sent home with an unbanded leg. While as a daughter I have asked for that several times. Received as an answer. That, given her age, she wouldn't know so well anymore. Where does she get it from. My mother and I are certainly not demented. A big fail from us for the hospital.",-0.5423,0.368,0.632,0.0
66,66.0,Bad hospital. Been sitting here all evening for my little finger that was skewed. Took pictures and was able to check up at the hospital near me. Then my hospital knew nothing and it took a very long time before I could get there and then you are told that the letter from here in Ede contains all wrong information and now has to be examined all over again...,-0.4767,0.074,0.926,0.0
67,67.0,"Bad communication. Called that father-in-law would go to a rehabilitation center. When I asked rehabilitation of what, because we had not yet heard a diagnosis, the employee could not give me an answer. The thought (!!) of a stroke. In other words. Bad communication.
I'm repeating myself, given the other comments, but the rooms are indeed very dirty. Father-in-law has been in hospital for 4 days, but has not spoken to a doctor yet.",0.0,0.0,1.0,0.0
68,68.0,"Very helpful, just a bit of a long wait! With a very sick person with me....... for the rest treated very kindly.",-0.0258,0.21,0.585,0.204
69,69.0,"Very bad. My sister had broken her elbow. Put in plaster, after four weeks plaster off and she was allowed to do everything again while after the plaster came off they didn't even want to take a picture. She couldn't straighten her arm and went back to the hospital. Again plaster and after three weeks off again. She still couldn't straighten her arm. Even with the physiotherapist she couldn't do it. Then we went to Utrecht and guess what? A growth disorder that causes the bone to grow incorrectly. They can operate on her in Utrecht, but that poses great risks. So what now? A lifelong consequence thanks to the hospital de Gelderse valley.",0.4404,0.0,0.734,0.266
70,70.0,"I was brought in from Sunday to Monday night at 1.00 am with an anoryx surgery in the middle of the night, very well helped by Dr Sybrandy and his team, according to him I had an angel on my shoulder, they are my angels who have my life saved ! friendly nursing staff Toppers. Thanks again for the good care. jelle.",0.0,0.0,1.0,0.0
71,71.0,"According to the gynecologist (trainee) there was nothing wrong with my uterus/ovaries, even though I had been in pain for 3 years.

Six months later, a cyst of 15 centimeters from my ovary was urgently removed at the hospital in Leiden (where qualified gynecologists do work) after I passed out from the pain. Almost became barren.

Complained, haven't heard back.",-0.4019,0.474,0.526,0.0
72,72.0,"I have had very good experiences with this hospital several times.
In case of heart complaints, a good diagnosis is quickly made and immediately on to Breda for an emergency operation and then for excellent nursing and aftercare!",0.3802,0.155,0.643,0.202
73,73.0,The waiting time when you call is very long.,0.0,0.0,1.0,0.0
74,74.0,"Unfortunately due to my own experiences, and also experiences from many people in my environment, absolutely no confidence in this hospital... .

They can just stick a band-aid here from me, but that's about it.

My advice to others: DO NOT go here! Believe the many 1 star reviews here. If possible, travel a little further and go to Arnhem or another hospital in the area for the treatment.",0.0,0.0,1.0,0.0
75,75.0,"Today I was forced to visit the hospital. I was very well received there. The brother put my finger back in the bowl very professionally and painlessly.
All the nurses were very friendly, compassionate and caring. The plaster department gets a 9 from me.",0.0,0.0,1.0,0.0
76,76.0,"""Went twice last year with a relative with a broken bone. Up to 2 times waiting times of 1.5 hours at the general practitioner. Followed by waiting time of 1.5 hours at the emergency department. Once in treatment at the emergency department, half an hour waiting for a doctor's diagnosis for a bone fracture.The follow-up process in plaster rooms in weeks is also not positive.Long waiting times of one hour to 2.5 hours.(happened several times) interspersed with taking pictures and getting back in the queue for the treating doctor for assessment with another hour of waiting. Unfortunately, nothing is exaggerated about this and there is little improvement in a year. It may be faster to travel from Ede to Arnhem and be treated there.""

Listening: 3
Explanation: 6
Expertise: 4
Pros and cons: 5
Decide together: 4
Collaboration: 2
Treatment: 2
Average grade: 3.7
Condition/Treatment: Fractures
Specialism/Department: Emergency Department (A&E)",-0.3818,0.126,0.874,0.0
77,77.0,"So far I experience this as a great hospital. Fortunately, we visited mainly for small things and never had to stay overnight. Information evening for pregnant women and giving birth in the hospital was very pleasant and good. Please note that the parking costs are high.",0.3182,0.0,0.753,0.247
78,78.0,Truly fantastic service could not be better respect for all employees GreetingsKarel de wit Veenendaal Spoorlaan 39 dear daughters and nurses,0.6298,0.165,0.532,0.303
79,79.0,Excellent help in the orthopedics department with a new hip.,0.7506,0.0,0.522,0.478
80,80.0,"Located in the neurological department, listen poorly, make their own judgment and make up on the spot how to do it. The ward doctor lives in her own little world and comes up with the most crazy solutions.
I was going to have a family meeting: how to proceed? So it was a meeting where she simply announced that I was going home. Is that a conversation? I thought you shared thoughts with each other!
Furthermore, everything was poorly completed, so that I am still walking around with the same complaints and nothing has been done about it.
Thank you Mrs B.",0.3612,0.0,0.545,0.455
81,81.0,"A warned person counts for two. This review can be read as a warning, because the Gelderse Vallei hospital is not worthy of the hospital predicate. It's a glorified slaughterhouse. Doctors are dishonest and will not admit to having made medical errors during a simple procedure, which resulted in the patient almost dying. This has been reported to the Health Care Inspectorate (IGZ). An internal investigation followed on the advice of the IGZ, according to protocol. In other words: The butcher was allowed to inspect his own meat. On the basis of that investigation, the Inspectorate finds that the hospital has not made any medical errors and therefore sees no reason to investigate the matter further. There you are, as a patient.",0.0,0.0,1.0,0.0
82,82.0,Had to be here several times for my wife and kid. Excellent experiences with pleasant staff. Well helped. Negatives appointments can quietly be 45 minutes later. Parking costs a lot of money when you have to be there longer. It would be nice if you could buy a week's ticket retroactively.,0.4215,0.0,0.781,0.219
83,83.0,"I would like to share my experiences during recording last weekend with ZGV. I have positive experiences, but certainly also recommendations. I find it too personal to share my specific experiences through this medium, but I am open to sharing them with ZGV in a telephone conversation or by means of a form.",0.6486,0.0,0.831,0.169
84,84.0,"Thank you to everyone in the maternity and incubator department for all the good, fine and personal care! We are so thankful that we finally got to take our little one home safe and sound.",0.8115,0.0,0.67,0.33
85,85.0,"Be seen there as a person .. as an individual. You are not a number.
Am helped by a good doctor Daniel Mensch Orthopedwisch Surgeon.. Also grateful for my Rheumatism Doctor Doctor Stolk.",0.7096,0.0,0.718,0.282
